544451,551902,529938,512579,499212,475434,449415,434346,424182,408729,381645,367963,348460,325066,295334,277896,265780,249386,225138,212109,196823,165034,133123,117833,119862,78914,42800,25239,12982,7648,3553,13325,0,97034,16827,47,0,16827,0,0,0
484053,489413,470432,453613,442319,422311,401127,386563,376604,363416,339132,325940,310271,290454,262732,248611,236261,223681,202711,190765,177770,146373,116502,96506,104070,65778,38980,23081,11970,7497,4370,3073,0,66701,11109,50,0,11109,0,0,0
248802,250216,249801,250237,257337,250436,249762,249550,249773,249814,249671,257969,250925,250202,251333,250237,257977,257540,257565,257068,122809,204953,202915,22663,10044,9133,8896,8865,8855,8854,4317547,0,0,5188,498346,533,0,498346,0,0,0
356909,356603,356957,357309,363108,358630,357111,357100,357559,358196,357667,363632,358277,357359,357479,357540,363369,363531,363383,363335,206026,321044,275370,4325881,55420,19660,10929,6744,3671,2283,1316,0,0,2700,712616,0,0,712616,0,0,0
221297,222664,222760,222944,230344,222416,222968,222806,222502,222644,222069,230645,222384,222352,222420,222857,230872,230743,230718,230478,114385,183985,189599,8360,4330302,57719,26110,15849,8456,5358,3228,0,0,3439,443060,6,0,443060,0,0,0
301529,302329,302574,303475,313519,302830,302702,302595,302917,303512,302643,313359,302185,303166,302623,302519,313897,314267,313713,312844,192424,263811,261002,10556,10381,4323679,33888,16119,9226,5628,3421,0,0,5190,602010,39,0,602010,0,0,0
267363,268988,268750,269516,279470,268801,269038,269334,269312,269497,269288,279327,269021,268500,269206,268704,280100,279002,279501,279286,166761,233228,230768,9770,9748,9021,4347357,18952,8448,5618,3282,0,0,5191,535251,53,0,535251,0,0,0
279371,281087,281239,281527,290649,281445,281152,281298,281067,281058,281119,291209,280903,280813,281352,281272,291226,291745,291744,290979,169914,241752,240106,9252,9134,8326,8165,4320435,10467,5097,3354,0,0,4719,560383,61,0,560383,0,0,0
254052,255605,255608,255441,264593,255676,255893,256147,255840,255691,256043,265099,255995,256175,255664,255729,264421,264875,265183,265337,132852,213400,210596,9589,8808,8089,7923,7875,4344067,5494,2781,0,0,4950,508556,66,0,508556,0,0,0
226905,228928,229009,228836,236712,228395,228213,228502,228316,228343,228858,236966,228573,228120,228319,228299,237007,236740,237486,236423,126842,192486,190324,10647,7579,6932,6813,6789,6780,4355612,4245,0,0,4054,455088,81,0,455088,0,0,0
250045,251734,251576,250730,258428,251778,250636,251818,251423,251505,251040,259197,252247,252071,251975,251616,259692,258913,259936,258906,133816,210521,207310,21779,10349,9526,9253,9202,9180,9178,4348815,0,0,5146,500487,570,0,500487,0,0,0
356409,323424,304937,294809,276171,266799,247609,250388,225135,227731,205253,211525,181376,179910,154941,158215,132833,130882,112835,112689,88727,73322,65891,30582,35349,21792,12088,7150,4115,2575,1519,4401,0,36052,3562,25,0,3562,0,0,0
346225,338963,346708,339508,309665,287505,293315,291284,261757,241768,247856,244106,211048,188249,193662,192929,162342,142237,148369,140099,109334,91678,95856,69033,78937,51091,28743,17058,10085,6352,3695,4383,0,47051,8147,33,0,8147,0,0,0
395492,362280,347749,343048,343017,350796,338800,325905,302012,275744,255552,250154,248893,254285,240276,227513,203579,174342,159002,155823,158793,158279,141939,116923,129188,81916,46356,26810,14456,9013,5278,6902,0,71889,14471,35,0,14471,0,0,0
424591,438199,425189,412517,401513,377671,351017,330341,316781,290218,273797,267084,256298,253243,248113,239873,238784,251985,242490,241040,229187,196822,161453,131508,144210,90813,51489,30286,15684,8854,5141,7477,0,81722,16323,41,0,16323,0,0,0
450877,430091,428553,424075,422237,419083,415398,407395,415566,420538,419350,411595,397374,376306,345954,324018,308931,290821,263938,252729,233954,195575,158291,128946,140091,88427,50195,29564,15637,8741,4747,7339,0,87000,16043,31,0,16043,0,0,0
601532,606448,583985,565425,550818,525125,498145,476170,469572,449772,424561,410116,386857,361435,330729,309172,293979,276621,250546,237470,219833,184575,149687,123113,133703,84743,47911,28478,15162,9091,5188,7253,0,80782,16586,40,0,16586,0,0,0
349880,351693,351663,351485,357023,352016,351917,352603,352006,352462,351943,357480,352084,352137,352139,351595,357410,356761,357928,357055,208970,316843,273940,4342940,54999,19441,10925,6727,3803,2343,1407,0,0,2691,701138,0,0,701138,0,0,0
218547,219865,220052,220086,228069,219365,220035,219731,219690,219478,220048,228050,220024,219656,220423,219238,228152,228551,228703,228091,120511,184862,189901,8578,4354609,58531,26562,16049,8756,5506,3295,0,0,3480,437560,9,0,437560,0,0,0
293050,294724,294851,295115,304869,294997,294900,294894,295028,294984,294443,305188,294346,294973,293895,295063,306539,306075,305380,305136,197230,259697,256768,10464,10439,4355923,35351,17076,9815,5961,3710,0,0,5246,585384,39,0,585384,0,0,0
265082,266254,266544,266211,276814,266391,266399,265982,266173,266039,265831,277360,265994,266471,266136,265994,277306,276861,277390,276514,169431,232467,230245,9519,9740,9002,4359925,19044,8439,5619,3309,0,0,5037,530178,66,0,530178,0,0,0
272848,274392,274566,274973,283863,274836,274475,274382,273981,275325,274389,284628,274677,275118,275581,274823,285062,285582,285364,285147,175664,239646,237845,9379,9267,8581,8430,4351581,10927,5272,3553,0,0,4804,547450,87,0,547450,0,0,0
253571,255066,255238,254729,264787,254968,255113,255078,255288,255092,254763,263745,254824,255531,254539,255596,264549,264914,264848,264245,141195,214886,211999,9787,8872,8236,8073,7996,4364165,5709,2859,0,0,4923,506803,75,0,506803,0,0,0
230015,231219,231564,231180,239304,231106,231502,231146,230834,232132,231794,239860,231461,231295,231627,231346,239694,239462,239742,239128,124573,193227,191671,10005,7336,6685,6548,6520,6515,4348404,4162,0,0,4060,460870,78,0,460870,0,0,0
47138,44306,44168,44350,44033,44001,44121,42362,43869,42171,43997,43941,43970,43805,43853,42574,42334,112495,3905386,1362590,694221,346524,176658,84391,94949,40182,22319,10785,3395,1977,549,132,0,5943,18560,0,0,18560,0,0,0
94483,88220,88295,88046,87919,88022,88229,84575,87892,84482,87813,87706,87574,87753,87647,85871,85555,85325,154153,3903777,1379871,693857,354031,168706,189755,80064,45043,21478,6547,3816,1052,304,0,11472,37115,0,0,37115,0,0,0
208894,195459,195352,196073,195295,194755,194722,186274,195355,185892,194971,195132,194818,194314,194454,189469,188569,188522,187332,258085,3941982,1383880,724083,371541,377517,159121,89435,42952,13279,7787,2207,560,0,31253,92014,0,0,92014,0,0,0
437462,409964,409210,409663,408783,408575,408457,391295,408762,390740,407833,409389,407932,408044,408436,399118,398891,398020,397420,392085,443056,3995121,1445478,748604,786255,353160,216590,124591,66494,41254,21549,1052,0,57535,200208,0,0,200208,0,0,0
840522,788301,787664,789464,787329,786025,785861,745691,785934,744540,786081,785329,785903,786688,786105,763823,763464,761968,761502,762566,742230,826970,4047075,1312144,1450776,691496,416671,242930,132020,83047,44800,2321,0,127480,312148,11,0,312148,0,0,0
2216644,2183822,2172364,2174843,2170177,2170925,2169131,2083627,1957483,2085509,1954214,2171724,2169799,2170662,2168605,2124273,2009546,2011855,1990101,2008427,2122442,2132410,2186619,3594274,3553888,2706157,1508595,833725,442097,247111,121882,13339,0,517206,509047,298,0,509047,0,0,0
3,0,73715,3865328,1447487,724975,363080,181838,91088,46323,22945,11809,5943,3000,1458,722,352,176,102,62,37,13,8,4,5,3,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0
10,7,7,73109,3890524,1425002,713571,357115,179090,91245,45551,23681,11784,5922,2915,1467,745,404,205,122,71,40,25,12,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,6,2,72665,3904292,1409672,706998,353293,178658,89284,46410,23150,11637,5825,2886,1453,767,424,233,137,68,32,10,9,3,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0
19,12,11,8,12,73262,3898132,1412038,708520,358530,179358,91824,46132,23196,11613,5894,2953,1534,811,446,231,100,51,22,26,17,8,4,3,2,1,0,0,1,9,0,0,9,0,0,0
29,33,36,39,34,33,73442,3903622,1398063,700957,351772,179298,89935,44886,22671,11435,5586,2860,1515,821,459,233,120,61,65,26,12,4,0,0,0,0,0,9,4,0,0,4,0,0,0
67,66,73,61,48,62,56,74164,3891968,1405141,703398,356158,178453,89267,44703,22407,11174,5636,2930,1561,894,469,252,102,116,50,28,19,5,3,1,0,0,5,16,0,0,16,0,0,0
103,100,111,106,108,112,110,106,73577,3898733,1397689,700886,351131,175833,88312,44255,22111,11309,5813,3100,1709,843,441,199,217,104,54,27,11,8,3,0,0,16,40,0,0,40,0,0,0
231,209,218,221,219,212,235,217,215,73219,3913769,1381326,692823,347146,173835,86899,43214,21930,11244,5908,3248,1658,837,407,462,198,110,58,18,12,1,1,0,25,82,0,0,82,0,0,0
443,425,406,425,435,406,411,393,439,392,72666,3918525,1382545,692605,346015,173168,86612,44104,22508,11780,6209,3120,1572,741,819,358,195,102,30,17,6,2,0,69,139,0,0,139,0,0,0
874,813,817,834,831,840,813,776,846,715,811,72933,3909755,1377227,691691,347403,174261,88534,45211,23478,12535,6311,3232,1571,1736,741,393,193,50,29,9,0,0,113,290,0,0,290,0,0,0
1730,1619,1599,1643,1655,1671,1647,1458,1576,1411,1590,1614,74126,3909122,1370748,687502,344168,174422,88533,45724,24106,11883,6123,2978,3279,1362,782,387,124,74,26,5,0,241,609,0,0,609,0,0,0
3398,3131,3156,3137,3111,3211,3192,2951,3206,2881,3151,3114,3154,74406,3908285,1364765,685064,345791,174921,90138,46990,23321,11932,5774,6380,2761,1554,783,265,162,45,10,0,411,1237,0,0,1237,0,0,0
6416,6078,6130,6084,6045,6021,6051,5582,5976,5609,6150,6133,6158,6090,77665,3913569,1359040,682845,345574,177398,92173,45647,23389,11436,12663,5519,3075,1540,486,285,80,15,0,857,2364,0,0,2364,0,0,0
12392,11487,11528,11567,11575,11532,11627,10981,11497,10893,11452,11536,11607,11615,11501,81462,3916914,1347038,677595,344203,176479,88093,45182,21909,24469,10424,5982,2870,882,553,163,36,0,1696,4606,0,0,4606,0,0,0
24183,22535,22543,22636,22730,22656,22754,21587,22677,21676,22701,22620,22628,22862,22490,21613,92401,3922726,1346664,681852,348987,173796,89058,42759,47986,20616,11790,5790,1960,1212,371,73,0,3289,9111,0,0,9111,0,0,0
20517,19454,19190,19233,19311,19229,19328,4832,19292,4432,19046,19379,19361,19383,19339,92572,3885061,602003,404244,285200,210139,102355,51063,24021,25667,12585,5645,2227,517,288,166,28,0,2112,1329,0,0,1329,0,0,0
26464,24906,24868,25095,24900,25027,24967,7017,24595,6481,24554,24813,24862,24728,24969,15916,103026,3877357,594222,406278,285549,139742,69999,33313,35963,17975,8464,3579,1022,578,335,51,0,2810,1855,0,0,1855,0,0,0
35711,33676,33371,33570,33700,33377,33467,10514,33177,9900,32775,33853,33716,33482,33289,20434,20312,113060,3883395,601797,413980,203238,102444,49220,53653,27518,13408,5991,2008,1164,644,100,0,4101,3044,1,0,3044,0,0,0
47249,44667,44135,44336,44572,44118,43963,16453,43132,15651,42870,44554,44054,43905,43936,28117,27773,27606,123046,3898650,608912,304183,153412,74305,82728,43282,21359,10318,3950,2277,1320,166,0,5855,4957,1,0,4957,0,0,0
76972,73032,72218,71766,72185,71667,71759,33930,67480,33011,67278,72169,71533,71924,71191,49886,47688,47255,46858,146955,3901528,713401,363984,176558,204763,111509,56855,29516,13556,7647,4595,613,0,10414,12636,1,0,12636,0,0,0
152990,144156,142948,142437,143213,141906,141803,65011,133368,62694,133351,143152,141613,141688,141650,97750,93916,93182,91971,138920,198222,3900596,706404,348177,406546,223335,115045,61281,30118,16987,10198,1146,0,19877,23990,7,0,23990,0,0,0
289404,276700,273392,273062,274654,272050,271553,126431,248164,122119,248163,272999,271400,271785,272302,187594,176928,174911,173890,262388,270155,321937,3859177,610953,847413,434398,224227,119996,60823,33995,20415,2194,0,36415,42468,17,0,42468,0,0,0
3904815,1425127,714195,357423,178917,89435,44665,22178,11105,5744,2853,1530,798,397,204,101,50,27,11,8,4,4,3,3,1,0,0,0,0,0,0,0,0,28586,0,6,0,0,0,0,0
63267,3909466,1429805,717242,359042,179858,90223,45203,22858,11776,6003,3139,1571,784,381,179,92,50,23,15,11,7,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
